iter	Passed	Remaining
215	402	1461
216	404	1459
217	406	1458
218	408	1456
219	410	1454
220	412	1452
221	414	1451
222	415	1449
223	417	1447
224	419	1445
225	421	1444
226	423	1442
227	425	1440
228	427	1438
229	429	1436
230	431	1434
231	432	1433
232	434	1431
233	436	1429
234	438	1427
235	440	1425
236	442	1424
237	444	1422
238	446	1420
239	448	1419
240	449	1417
241	451	1415
242	453	1412
243	455	1410
244	457	1408
245	458	1406
246	460	1405
247	462	1403
248	464	1401
249	466	1400
250	469	1399
251	471	1398
252	473	1396
253	475	1395
254	477	1394
255	479	1392
256	481	1391
257	483	1389
258	484	1387
259	486	1385
260	489	1384
261	490	1383
262	493	1381
263	495	1380
264	497	1378
265	498	1376
266	500	1374
267	502	1372
268	504	1370
269	505	1368
270	508	1368
271	510	1367
272	512	1365
273	514	1363
274	517	1364
275	519	1361
276	520	1359
277	523	1359
278	525	1358
279	528	1359
280	529	1355
281	531	1353
282	533	1351
283	535	1349
284	537	1348
285	539	1347
286	541	1345
287	543	1343
288	545	1341
289	547	1340
290	549	1338
291	551	1336
292	553	1334
293	555	1332
294	557	1331
295	558	1329
296	559	1325
297	561	1323
298	563	1321
299	565	1319
300	567	1317
301	569	1316
302	571	1314
303	573	1312
304	575	1310
305	576	1306
306	578	1305
307	580	1303
308	582	1301
309	584	1301
310	586	1299
311	588	1297
312	590	1296
313	592	1294
314	594	1292
315	596	1290
316	598	1288
317	600	1286
318	601	1284
319	604	1283
320	605	1281
321	608	1280
322	610	1278
323	612	1277
324	614	1275
325	616	1275
326	619	1274
327	621	1272
328	623	1270
329	624	1268
330	626	1266
331	628	1264
332	629	1261
333	631	1259
334	633	1257
335	635	1255
336	637	1254
337	639	1252
338	641	1249
339	642	1247
340	645	1247
341	647	1245
342	649	1244
343	651	1242
344	653	1240
345	655	1238
346	657	1237
347	659	1235
348	661	1233
349	663	1231
350	665	1229
351	666	1227
352	668	1225
353	670	1223
354	672	1222
355	674	1220
356	676	1218
357	678	1216
358	680	1214
359	682	1212
360	684	1211
361	686	1209
362	688	1207
363	689	1205
364	691	1203
365	693	1201
366	695	1199
367	697	1198
368	699	1196
369	701	1194
370	703	1192
371	705	1190
372	707	1188
373	709	1186
374	711	1185
375	712	1183
376	714	1181
377	716	1179
378	718	1177
379	720	1175
380	722	1173
381	724	1172
382	726	1170
383	728	1168
384	730	1166
385	732	1164
386	734	1162
387	735	1160
388	737	1158
389	739	1157
390	741	1155
391	743	1153
392	745	1151
393	747	1149
394	749	1147
395	751	1145
396	753	1143
397	755	1142
398	757	1140
399	758	1138
400	760	1136
401	762	1134
402	764	1132
403	766	1130
404	768	1128
405	770	1127
406	772	1125
407	774	1123
408	776	1121
409	778	1119
410	779	1117
411	781	1115
412	783	1113
413	785	1112
414	787	1110
415	789	1108
416	791	1106
417	793	1104
418	795	1102
419	796	1100
420	798	1098
421	800	1096
422	802	1094
423	804	1092
424	806	1090
425	807	1088
426	809	1086
427	811	1085
428	813	1083
429	815	1081
430	817	1079
431	819	1077
432	821	1075
433	823	1073
434	825	1072
435	827	1070
436	829	1068
437	831	1067
438	833	1065
439	835	1063
440	837	1061
441	839	1060
442	841	1058
443	843	1056
444	845	1054
445	847	1052
446	849	1050
447	851	1049
448	853	1047
449	855	1045
450	857	1044
451	859	1042
452	861	1040
453	863	1038
454	865	1036
455	867	1034
456	868	1032
457	870	1030
458	872	1028
459	874	1027
460	876	1025
461	878	1023
462	880	1021
463	882	1019
464	884	1017
465	886	1015
466	888	1013
467	890	1011
468	892	1010
469	893	1008
470	895	1006
471	897	1004
472	899	1002
473	901	1000
474	903	998
475	905	996
476	907	994
477	909	992
478	911	990
479	912	989
480	914	987
481	916	985
482	918	983
483	920	981
484	922	979
485	924	977
486	926	975
487	928	973
488	930	972
489	932	970
490	934	968
491	936	966
492	938	964
493	939	962
494	941	960
495	943	958
496	945	957
497	947	955
498	949	953
499	951	951
500	953	949
501	955	947
502	957	946
503	959	944
504	961	942
505	963	940
506	964	938
507	966	936
508	968	934
509	970	932
510	972	930
511	974	928
512	976	926
513	978	924
514	980	923
515	982	921
516	984	919
517	986	917
518	987	915
519	989	913
520	991	911
521	993	909
522	995	907
523	997	906
524	999	904
525	1001	902
526	1003	900
527	1005	898
528	1007	896
529	1009	894
530	1011	893
531	1013	891
532	1015	889
533	1017	887
534	1019	885
535	1021	883
536	1022	882
537	1024	880
538	1026	878
539	1029	876
540	1031	874
541	1033	872
542	1034	871
543	1036	869
544	1038	867
545	1040	865
546	1042	863
547	1044	861
548	1046	859
549	1048	857
550	1049	855
551	1051	853
552	1053	851
553	1055	849
554	1057	848
555	1059	846
556	1061	844
557	1063	842
558	1065	840
559	1067	839
560	1069	837
561	1071	835
562	1073	833
563	1076	832
564	1078	830
565	1080	828
566	1082	826
567	1084	824
568	1086	822
569	1088	820
570	1089	818
571	1091	817
572	1093	815
573	1095	813
574	1097	811
575	1099	809
576	1101	807
577	1103	805
578	1105	803
579	1107	802
580	1110	800
581	1111	798
582	1113	796
583	1115	794
584	1117	792
585	1119	791
586	1121	789
587	1123	787
588	1125	785
589	1127	783
590	1129	781
591	1131	779
592	1133	778
593	1135	776
594	1137	774
595	1139	772
596	1141	770
597	1143	768
598	1145	766
599	1146	764
600	1148	762
601	1150	760
602	1152	758
603	1154	757
604	1156	755
605	1158	753
606	1160	751
607	1162	749
608	1164	747
609	1166	745
610	1168	743
611	1170	741
612	1172	739
613	1173	738
614	1176	736
615	1177	734
616	1179	732
617	1182	730
618	1184	729
619	1186	727
620	1188	725
621	1190	723
622	1192	721
623	1194	720
624	1197	718
625	1199	716
626	1201	714
627	1203	712
628	1205	710
629	1207	709
630	1209	707
631	1211	705
632	1213	703
633	1215	701
634	1217	700
635	1219	698
636	1221	696
637	1223	694
638	1225	692
639	1227	690
640	1229	688
641	1232	687
642	1234	685
643	1236	683
644	1238	681
645	1240	679
646	1242	677
647	1244	676
648	1247	674
649	1249	672
650	1251	670
651	1253	669
652	1255	667
653	1257	665
654	1260	663
655	1262	661
656	1264	660
657	1266	658
658	1268	656
659	1270	654
660	1272	652
661	1274	650
662	1276	648
663	1278	646
664	1280	645
665	1282	643
666	1284	641
667	1286	639
668	1288	637
669	1290	635
670	1292	633
671	1294	631
672	1296	629
673	1297	627
674	1299	625
675	1301	623
676	1303	622
677	1305	620
678	1307	618
679	1309	616
680	1311	614
681	1313	612
682	1316	610
683	1317	608
684	1319	606
685	1321	604
686	1323	603
687	1325	601
688	1327	599
689	1329	597
690	1331	595
691	1333	593
692	1335	591
693	1337	589
694	1339	587
695	1340	585
696	1342	583
697	1344	581
698	1346	579
699	1348	578
700	1350	576
701	1352	574
702	1354	572
703	1356	570
704	1358	568
705	1360	566
706	1362	564
707	1364	562
708	1366	560
709	1368	558
710	1370	556
711	1371	554
712	1373	553
713	1375	551
714	1377	549
715	1379	547
716	1381	545
717	1383	543
718	1385	541
719	1387	539
720	1388	537
721	1390	535
722	1392	533
723	1394	531
724	1396	529
725	1398	527
726	1400	525
727	1402	523
728	1404	521
729	1406	520
730	1408	518
731	1410	516
732	1412	514
733	1414	512
734	1416	510
735	1418	508
736	1420	507
737	1423	505
738	1425	503
739	1427	501
740	1429	499
741	1431	497
742	1433	495
743	1435	493
744	1437	491
745	1439	490
746	1441	488
747	1443	486
748	1445	484
749	1447	482
750	1449	480
751	1452	478
752	1454	476
753	1455	474
754	1457	473
755	1459	471
756	1461	469
757	1464	467
758	1466	465
759	1468	463
760	1469	461
761	1471	459
762	1473	457
763	1475	455
764	1477	453
765	1479	451
766	1481	450
767	1483	448
768	1485	446
769	1487	444
770	1489	442
771	1491	440
772	1493	438
773	1495	436
774	1497	434
775	1499	432
776	1501	430
777	1502	428
778	1504	426
779	1506	424
780	1508	423
781	1510	421
782	1512	419
783	1514	417
784	1516	415
785	1518	413
786	1520	411
787	1522	409
788	1523	407
789	1525	405
790	1527	403
791	1529	401
792	1531	399
793	1533	397
794	1535	395
795	1537	393
796	1539	392
797	1541	390
798	1543	388
799	1545	386
800	1546	384
801	1548	382
802	1550	380
803	1552	378
804	1554	376
805	1556	374
806	1558	372
807	1560	370
808	1562	368
809	1564	366
810	1566	365
811	1568	363
812	1569	361
813	1571	359
814	1573	357
815	1575	355
816	1577	353
817	1579	351
818	1581	349
819	1583	347
820	1585	345
821	1586	343
822	1588	341
823	1590	339
824	1592	337
825	1594	335
826	1596	333
827	1598	331
828	1600	330
829	1602	328
830	1604	326
831	1606	324
832	1608	322
833	1610	320
834	1611	318
835	1613	316
836	1615	314
837	1617	312
838	1619	310
839	1621	308
840	1623	306
841	1625	305
842	1627	303
843	1629	301
844	1631	299
845	1633	297
846	1635	295
847	1637	293
848	1638	291
849	1640	289
850	1642	287
851	1644	285
852	1647	283
853	1648	281
854	1651	279
855	1653	278
856	1654	276
857	1656	274
858	1658	272
859	1660	270
860	1662	268
861	1664	266
862	1666	264
863	1668	262
864	1670	260
865	1672	258
866	1674	256
867	1676	254
868	1677	252
869	1679	251
870	1681	249
871	1683	247
872	1685	245
873	1687	243
874	1689	241
875	1691	239
876	1693	237
877	1695	235
878	1696	233
879	1698	231
880	1700	229
881	1702	227
882	1704	225
883	1706	223
884	1708	222
885	1710	220
886	1712	218
887	1714	216
888	1716	214
889	1718	212
890	1720	210
891	1722	208
892	1724	206
893	1726	204
894	1728	202
895	1730	200
896	1732	198
897	1734	196
898	1736	195
899	1738	193
900	1740	191
901	1742	189
902	1744	187
903	1746	185
904	1749	183
905	1751	181
906	1753	179
907	1755	177
908	1756	175
909	1758	173
910	1760	172
911	1762	170
912	1764	168
913	1766	166
914	1768	164
915	1770	162
916	1772	160
917	1774	158
918	1776	156
919	1778	154
920	1780	152
921	1781	150
922	1783	148
923	1786	146
924	1788	144
925	1789	143
926	1791	141
927	1793	139
928	1795	137
929	1797	135
930	1799	133
931	1801	131
932	1803	129
933	1805	127
934	1807	125
935	1809	123
936	1811	121
937	1813	119
938	1814	117
939	1816	115
940	1818	114
941	1820	112
942	1822	110
943	1824	108
944	1826	106
945	1828	104
946	1830	102
947	1831	100
948	1833	98
949	1835	96
950	1837	94
951	1839	92
952	1841	90
953	1843	88
954	1845	86
955	1848	85
956	1850	83
957	1851	81
958	1853	79
959	1855	77
960	1857	75
961	1859	73
962	1861	71
963	1864	69
964	1865	67
965	1867	65
966	1869	63
967	1872	61
968	1874	59
969	1876	58
970	1878	56
971	1880	54
972	1881	52
973	1883	50
974	1885	48
975	1887	46
976	1889	44
977	1891	42
978	1893	40
979	1895	38
980	1897	36
981	1899	34
982	1901	32
983	1903	30
984	1904	29
985	1906	27
986	1908	25
987	1910	23
988	1912	21
989	1914	19
990	1916	17
991	1918	15
992	1920	13
993	1922	11
994	1924	9
995	1925	7
996	1927	5
997	1929	3
998	1931	1
999	1933	0
