iter	Logloss
239	0.3969874007
240	0.3965206361
241	0.39610702
242	0.3960092952
243	0.3958983689
244	0.3955415876
245	0.395410902
246	0.3952318684
247	0.3949845989
248	0.3947735047
249	0.3944697434
250	0.3940051647
251	0.3938181588
252	0.3937439222
253	0.3935781329
254	0.3932762575
255	0.393027402
256	0.3929066176
257	0.3928105215
258	0.3925822397
259	0.3924660843
260	0.3923644162
261	0.3922786927
262	0.3921308625
263	0.391815357
264	0.3917479783
265	0.3915086382
266	0.391421886
267	0.3912158923
268	0.3909776238
269	0.3908828564
270	0.3907454416
271	0.390406405
272	0.3902851062
273	0.3900886278
274	0.3900089907
275	0.3898644608
276	0.3897539632
277	0.3896177913
278	0.3895058793
279	0.389449216
280	0.3893840661
281	0.3892832124
282	0.3888081326
283	0.3887189372
284	0.3885952382
285	0.3884830261
286	0.3883083215
287	0.388251744
288	0.388123373
289	0.3880183188
290	0.3874773176
291	0.3873998235
292	0.387322758
293	0.3872401634
294	0.3871683699
295	0.387075017
296	0.3869905365
297	0.3869431742
298	0.3868242757
299	0.3866767883
300	0.3862459847
301	0.3861498458
302	0.3860450059
303	0.3859642972
304	0.3858441985
305	0.385794736
306	0.3857143274
307	0.3856070015
308	0.3851892707
309	0.3851296928
310	0.3850191952
311	0.3849718758
312	0.3848882525
313	0.3847977713
314	0.3847192057
315	0.3846020216
316	0.3844129584
317	0.384115412
318	0.3840495763
319	0.3839456794
320	0.3838674995
321	0.3837700319
322	0.3836480044
323	0.3835903553
324	0.3834504545
325	0.3833674742
326	0.3833085821
327	0.3830214083
328	0.3829446
329	0.3828352167
330	0.3827356917
331	0.3826163217
332	0.3825385276
333	0.3824201434
334	0.3823672948
335	0.3822138497
336	0.382147714
337	0.3820553469
338	0.3819669231
339	0.381764787
340	0.381627715
341	0.381557336
342	0.3812831064
343	0.3811329188
344	0.3810292362
345	0.3809815739
346	0.3808591178
347	0.3807903247
348	0.3803256603
349	0.3802436657
350	0.37995212
351	0.3798892846
352	0.3797580848
353	0.3796672607
354	0.3794679963
355	0.3791982244
356	0.3791178585
357	0.3790284918
358	0.3789191085
359	0.3788306847
360	0.3786637381
361	0.3781886154
362	0.3781221368
363	0.3779741352
364	0.3779263014
365	0.3778647948
366	0.3777962588
367	0.3777268228
368	0.3776297409
369	0.377546589
370	0.3774866683
371	0.3774117459
372	0.3773668268
373	0.3772545289
374	0.3769237218
375	0.3768401842
376	0.3766624794
377	0.3765781703
378	0.3765076627
379	0.376312213
380	0.3762051443
381	0.3760335687
382	0.3759607894
383	0.3758845383
384	0.375812059
385	0.3757475521
386	0.3756754586
387	0.375578591
388	0.3755363293
389	0.3754485913
390	0.3753938139
391	0.375292403
392	0.3751612031
393	0.3750847806
394	0.3749868843
395	0.3748526412
396	0.3747489158
397	0.3746898094
398	0.3745892128
399	0.3744363678
400	0.3743533874
401	0.3742246306
402	0.3741475652
403	0.374080658
404	0.3739193691
405	0.3738670778
406	0.373736778
407	0.3736817006
408	0.3735742033
409	0.37347725
410	0.3734086283
411	0.3733393637
412	0.3732766998
413	0.3732086353
414	0.3731285267
415	0.3728609407
416	0.3727738455
417	0.3727046238
418	0.3726463746
419	0.3725905686
420	0.3724808425
421	0.3724066059
422	0.3723595437
423	0.3722994515
424	0.3721989835
425	0.3721154031
426	0.3717249752
427	0.3716701122
428	0.3715812597
429	0.3715301257
430	0.3714811347
431	0.3714109271
432	0.3713438055
433	0.3712537101
434	0.3711850456
435	0.3711062656
436	0.3710376439
437	0.3709685079
438	0.3708526954
439	0.3707638858
440	0.3706590888
441	0.3705910672
442	0.370521374
443	0.3704384364
444	0.3703882453
445	0.3703091225
446	0.3702284138
447	0.3701664785
448	0.3700270063
449	0.3699423972
450	0.3698814478
451	0.3698178409
452	0.3697609205
453	0.3696957277
454	0.3696440793
455	0.3695845443
456	0.3695097505
457	0.3693414752
458	0.3692517227
459	0.3691735428
460	0.3691285808
461	0.3690753037
462	0.3690077535
463	0.3689555908
464	0.3688761679
465	0.3688195904
466	0.3687412819
467	0.368666831
468	0.3685727923
469	0.3684902405
470	0.3684221761
471	0.3682512433
472	0.3681827502
473	0.3680454211
474	0.3679791568
475	0.3678702022
476	0.3678120817
477	0.3677429028
478	0.3676763385
479	0.3675748847
480	0.3675070345
481	0.3673172426
482	0.3672490495
483	0.3670632866
484	0.3669857068
485	0.3669164422
486	0.3667077054
487	0.3666270395
488	0.3665314578
489	0.3664871816
490	0.3663931
491	0.3663321506
492	0.3660519632
493	0.3659172487
494	0.3658462696
495	0.3657950069
496	0.3657059402
497	0.365612973
498	0.3655275923
499	0.3654675859
500	0.3653813909
501	0.3653131121
502	0.3652588062
503	0.3651747971
504	0.3650390539
505	0.3649153977
506	0.3645725893
507	0.364516569
508	0.364438432
509	0.3641675456
510	0.3640788218
511	0.364027902
512	0.363921862
513	0.3638429963
514	0.3637691455
515	0.3636769498
516	0.3636237584
517	0.3634869008
518	0.3633691595
519	0.3633082529
520	0.3632110424
521	0.3631402776
522	0.3630659982
523	0.3629862753
524	0.362795369
525	0.3627260187
526	0.3626559397
527	0.3622358515
528	0.362146099
529	0.3620348298
530	0.3619604218
531	0.3619140025
532	0.3618438806
533	0.3617696012
534	0.361685935
535	0.3616032547
536	0.3615088731
537	0.3614368653
538	0.361345484
539	0.3611315609
540	0.3610485377
541	0.3609765728
542	0.360930925
543	0.3608704899
544	0.3607456764
545	0.3606753831
546	0.3606038469
547	0.3605203521
548	0.3604514733
549	0.3603567059
550	0.3602559379
551	0.3601793439
552	0.3601195089
553	0.3600774186
554	0.3599725788
555	0.3598902842
556	0.3598241056
557	0.3594038888
558	0.3593155507
559	0.3592594661
560	0.3592054817
561	0.359112836
562	0.3590674883
563	0.3589794502
564	0.3588750175
565	0.358797652
566	0.3587058207
567	0.3586269121
568	0.3585352094
569	0.3584474285
570	0.3583683485
571	0.358269595
572	0.3582040594
573	0.3581012769
574	0.3580160891
575	0.3579662623
576	0.3578713878
577	0.3576177961
578	0.3575392734
579	0.3574691087
580	0.3573915717
581	0.3572987974
582	0.3572433343
583	0.357156775
584	0.3567709976
585	0.3566832167
586	0.3566067299
587	0.3564913675
588	0.3564127376
589	0.3563374937
590	0.3562587781
591	0.356202372
592	0.3561209775
593	0.3560030219
594	0.3559058329
595	0.3558045505
596	0.3557369361
597	0.3555286708
598	0.3554516267
599	0.3553602883
600	0.355287059
601	0.3552151798
602	0.3551427005
603	0.3549893411
604	0.3549252199
605	0.3548004922
606	0.3547404857
607	0.3546456326
608	0.3545811685
609	0.3545305059
610	0.3543545155
611	0.3539569726
612	0.3539093103
613	0.3538126785
614	0.3537222616
615	0.3536463963
616	0.3535754815
617	0.3534780781
618	0.3533565864
619	0.3532961085
620	0.353223222
621	0.3530512178
622	0.3529551002
623	0.3528942365
624	0.3528406379
625	0.3527898681
626	0.3526816636
627	0.3525889107
628	0.3523628149
629	0.3522833921
630	0.3521956326
631	0.3521142595
632	0.3520218496
633	0.3518952359
634	0.3517870314
635	0.3516453947
636	0.3515566494
637	0.351479091
638	0.3513959606
639	0.3513423191
640	0.3512649536
641	0.3511859808
642	0.351096314
643	0.3510264707
644	0.3509323463
645	0.3508346215
646	0.3507700717
647	0.3506768902
648	0.3505312459
649	0.3504444937
650	0.3503954598
651	0.3501647349
652	0.3500960061
653	0.3500049677
654	0.3498975347
655	0.3498585305
656	0.3497880871
657	0.3497170009
658	0.349634192
659	0.3495732211
660	0.3494744462
661	0.3493761213
662	0.3493184722
663	0.3492295126
664	0.3490558153
665	0.348963341
666	0.3488910975
667	0.348774985
668	0.3486880399
669	0.3486006233
670	0.3485179644
671	0.348147253
672	0.3480792099
673	0.3479992299
674	0.3479123276
675	0.3478451204
676	0.3477873856
677	0.347700912
678	0.3476215748
679	0.3475344369
680	0.3474480704
681	0.3473644471
682	0.3472874245
683	0.3472176027
684	0.347128043
685	0.3470544708
686	0.3469786483
687	0.3468710439
688	0.3467840773
689	0.3466988038
690	0.3466127803
691	0.346521099
692	0.3464548561
693	0.3462275816
694	0.346122013
695	0.3460471335
696	0.3459638103
697	0.3458843231
698	0.3457401576
699	0.3456249451
700	0.3455450937
701	0.3454410682
702	0.3453332065
703	0.3452448256
704	0.3451477008
705	0.3450644847
706	0.3449955844
707	0.3448982453
708	0.3447911552
709	0.3447074676
710	0.3446131717
711	0.3445197116
712	0.344436817
713	0.3443500862
714	0.3442569904
715	0.3441745672
716	0.3440855433
717	0.3439891687
718	0.3439261404
719	0.3438361522
720	0.3437660303
721	0.34369743
722	0.3436193359
723	0.3435331838
724	0.3434489175
725	0.3433646941
726	0.3432735915
727	0.3431843533
728	0.3431046304
729	0.3430298366
730	0.342919939
731	0.3428380302
732	0.3426584822
733	0.3425908892
734	0.3425243035
735	0.3424521457
736	0.3423543566
737	0.342279177
738	0.3421895316
739	0.3420780911
740	0.3420163915
741	0.3419062582
742	0.3418142554
743	0.3417186951
744	0.3416264995
745	0.3415351825
746	0.3414432654
747	0.3413889381
748	0.341306815
749	0.3412137192
750	0.341125274
751	0.3410504373
752	0.3409906023
753	0.3409002926
754	0.3408164978
755	0.3407408896
756	0.3406533445
757	0.3405656707
758	0.3404817688
759	0.340382651
760	0.3402913983
761	0.340053344
762	0.3399818078
763	0.339903585
764	0.3398192545
765	0.3397074924
766	0.3395940373
767	0.339511207
768	0.3394262121
769	0.3393499824
770	0.3392745457
771	0.3391936441
772	0.3390786246
773	0.3389757992
774	0.3388834964
775	0.3387801138
776	0.3386760454
777	0.3386017446
778	0.3385124849
779	0.3384188748
780	0.3383167781
781	0.3382174031
782	0.3381280792
783	0.3380379623
784	0.3377641185
785	0.3376810738
786	0.3375937858
787	0.3375009687
788	0.3374152237
789	0.3373283858
790	0.3372354829
791	0.3368958034
792	0.3367976928
793	0.3366906241
794	0.336613773
795	0.336513905
796	0.3364338178
797	0.3363425223
798	0.3362412613
799	0.3361435365
800	0.3360723431
801	0.3359716823
802	0.3358735074
803	0.3357770684
804	0.3356814438
805	0.3355831618
806	0.335508668
807	0.3354253447
808	0.3353357422
809	0.3352425822
810	0.3351521867
811	0.3350574836
812	0.334954744
813	0.3348600409
814	0.334754601
815	0.3346567475
816	0.3345588084
817	0.3344646625
818	0.3343632087
819	0.3342480177
820	0.3341354842
821	0.334036945
822	0.3339327694
823	0.3338445171
824	0.3337589435
825	0.3336538251
826	0.3335543
827	0.3334637331
828	0.3333543713
829	0.3332570108
830	0.3331719302
831	0.3330448879
832	0.3329508063
833	0.3328752411
834	0.3327776877
835	0.3326776269
836	0.3325810807
837	0.3324830987
838	0.3323994326
839	0.3320680468
840	0.3319751439
841	0.3316270635
842	0.3315168016
843	0.3314220557
844	0.3313267311
845	0.3309818654
846	0.3308805187
847	0.3308058749
848	0.3307104218
849	0.3306203692
850	0.3305302738
851	0.3304269341
852	0.3303352956
853	0.3302385137
854	0.3301561334
855	0.3300559869
856	0.329960448
857	0.3298529078
858	0.329759062
859	0.3296675736
860	0.3295783782
861	0.3294865898
862	0.3294032236
863	0.3293082205
864	0.3292089312
865	0.3290956047
866	0.3289933794
867	0.3289015266
868	0.3288131885
869	0.3287159995
870	0.328621125
871	0.3285295294
872	0.3284233179
873	0.3283337368
874	0.3282426984
875	0.3281502884
876	0.3280577927
877	0.3276509703
878	0.3274510416
879	0.3273568743
880	0.3272381043
881	0.3271434441
882	0.3270452907
883	0.3269578312
884	0.3268614351
885	0.3267531234
886	0.3266656426
887	0.3265699965
888	0.3264559628
889	0.3263599953
890	0.3262638135
891	0.3261696033
892	0.3260717928
893	0.3257610021
894	0.3256712281
895	0.3255765251
896	0.3254727567
897	0.3253893477
898	0.3252930373
899	0.3252074424
900	0.3251126322
901	0.3250172004
902	0.3245464925
903	0.3244548326
904	0.3243619512
905	0.3242156211
906	0.3241304119
907	0.324040145
908	0.3239492781
909	0.3238586254
910	0.323736598
911	0.3236521817
912	0.3235615505
913	0.3234663117
914	0.323372873
915	0.3232839349
916	0.3231912034
917	0.3231001222
918	0.3230155345
919	0.3229274535
920	0.3228443874
921	0.3227520846
922	0.3226622249
923	0.3225841308
924	0.322492278
925	0.3224016682
926	0.3223129015
927	0.322223449
928	0.3221247384
929	0.3220229845
930	0.3219309818
931	0.3218395147
932	0.3213683996
933	0.3212744466
934	0.3211817152
935	0.3210891124
936	0.3209991026
937	0.3208997491
938	0.3208005455
939	0.3207089499
940	0.3206217476
941	0.3205342882
942	0.3204503434
943	0.3203618339
944	0.3202673666
945	0.3201826717
946	0.3198143177
947	0.3196754456
948	0.3195999874
949	0.3195106421
950	0.3194196894
951	0.319305077
952	0.319216396
953	0.319125872
954	0.3187840494
955	0.3186963542
956	0.3186039442
957	0.3185158419
958	0.3184302684
959	0.3183318577
960	0.3182467343
961	0.3181207635
962	0.3180234245
963	0.3179353007
964	0.3178448623
965	0.3177578101
966	0.3176689791
967	0.3171445439
968	0.3170595062
969	0.3169723682
970	0.3168844373
971	0.3168064932
972	0.3167192266
973	0.3166329245
974	0.3165259843
975	0.3164398108
976	0.3163554802
977	0.3162660492
978	0.31618084
979	0.316097881
980	0.3160079142
981	0.3159209262
982	0.315835867
983	0.3154882795
984	0.3154048277
985	0.3153178611
986	0.3152313447
987	0.3151473785
988	0.3150651267
989	0.3149794889
990	0.3148940226
991	0.3147996624
992	0.3147190608
993	0.3145722379
994	0.3144877573
995	0.3143702732
996	0.3142917076
997	0.3142201284
998	0.314136698
999	0.3140473098
